PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
275190225,22037582,99,2022-03-14T11:30:00,"900 Block Watson St Pittsburgh, PA 15219",N,Bluff,2,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),103,6,6,-79.9917707041067,40.4384049595166
275194011,22037643,27,2022-03-14T13:00:00,"West End Brg & Ohio River Blvd Pittsburgh, PA 15212",N,Chateau,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2108,,,,
275194265,22037516,10,2022-03-12T22:33:00,"3500 Block Mexico St Pittsburgh, PA 15212",N,Brighton Heights,1,HARRASSMENT,2709 Harassment (Non-Specific),2703,,,,
275196463,22037644,10,2022-03-12T10:30:00,"2800 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,SIMPLE ASSAULT,2701 Simple Assault.,509,6,3,-79.9694237641349,40.4520111564206
275197675,22037612,99,2022-03-14T13:03:00,"2600 Block Maple Ave Pittsburgh, PA 15214",N,Perry South,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2615,,,,
275200921,22037700,27,2022-03-14T14:55:00,"Veterans Brg & Bigelow Blvd Pittsburgh, PA 15219",N,Crawford-Roberts,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,305,,,,
275208965,22037693,99,2022-03-14T14:50:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",N,East Hills,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1306,,,,
275212647,22037775,11,2022-03-12T00:01:00,"2400 Block Wylie Ave Pittsburgh, PA 15219",N,Middle Hill,2,IDENTITY THEFT,4120 Identity Theft,501,6,3,-79.9730907418123,40.4473130049607
275225967,22037843,4,2022-03-14T21:00:00,"2400 Block Chauncey Dr Pittsburgh, PA 15219",N,Middle Hill,2,SIMPLE ASSAULT,"2707.1 Discharge of a Firearm into Occupied Structure / 2705 Recklessly Endangering Another Person. / 8106 Shots Fired / 3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",501,6,3,-79.9746251357847,40.4498408057687
276917799,22048520,0,2022-04-01T08:40:00,"3000 Block Bergman St Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,,,,
276932260,22048388,99,2022-04-01T11:28:00,"500 Block Elmer L Williams Sq Pittsburgh, PA 15206",N,Larimer,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1204,,,,
276949622,22048469,11,2022-04-01T14:00:00,"600 Block Baldwin Rd Pittsburgh, PA 15207",N,Hays,4,CREDIT CARDS,4106 Access Device Fraud,3101,5,3,-79.9335967953441,40.3826551580394
276969680,22048606,99,2022-04-01T18:05:00,"5th Ave & Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,6,6,-79.9986492578242,40.4400935862419
276977462,22048494,0,2022-04-01T15:20:00,"4300 Block Bristol St Pittsburgh, PA 15207",N,Hazelwood,4,99,9993 PFA Service with Weapons Supplement,1501,5,3,-79.9455524234508,40.4203114965273
276977989,22048648,0,2022-04-01T19:25:00,"300 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Forced entry,507,8,3,-79.9490918148169,40.445574514372
276980435,22048580,0,2022-04-01T19:30:00,"3900 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,99,100 Fugitive / 9999 9999 - (Misc. Incident): ,2701,1,1,-80.0376742729702,40.4872458760141
275126861,22037264,27,2022-03-13T18:42:00,"1900 Block Arlington Ave Pittsburgh, PA 15210",N,Arlington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1603,3,3,-79.9805121134754,40.4175120788998
-3345117977,22037291,5,2022-03-13T19:48:00,"1600 Block Dellrose St Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary.,2901,4,3,-79.9897931574835,40.400018399935
275160122,22036444,10,2022-03-12T01:45:00,"7000 Block Campania Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,2701 Simple Assault.,1201,9,2,-79.8937518242321,40.4747859943616
275161471,22037070,10,2022-03-13T08:14:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Garfield,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304 Criminal Mischief. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1016,6,6,-79.9960409452176,40.4350395659105
275166790,22035879,10,2022-03-11T01:40:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,East Allegheny,2,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3334 Turning Movements and Required Signals. / 1786 Required Financial Responsibility. / 3736 Reckless Driving / 1311 Registration Card to be Signed and Exhibited on Demand. / 3733 Fleeing or Attempting to Elude Police Officer / 3361  Driving Vehicle at Safe Speed.,201,6,6,-79.9960409452176,40.4350395659105
275184204,22037553,0,2022-03-14T11:12:00,"7200 Block Everton St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): ,1202,9,2,-79.8926212916504,40.4629887350381
275185498,22037562,6,2022-03-14T11:25:00,"600 Block Penn Ave Pittsburgh, PA 15222",N,Crawford-Roberts,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",305,6,6,-80.0017928321911,40.4425929172081
275190432,22037581,6,2022-03-14T12:13:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1201,9,2,-79.8923529450752,40.4861185015656
275196680,22037665,29,2022-03-14T14:48:00,"800 Block Concord St Pittsburgh, PA 15212",N,East Allegheny,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2304,1,1,-79.9979200918928,40.4576207854593
275200095,22037696,99,2022-03-14T15:30:00,"2000 Block Noblestown Rd Pittsburgh, PA 15205",Y,Westwood,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2811,,,,
276768754,22047081,6,2022-03-30T08:00:00,"600 Block S Braddock Ave Pittsburgh, PA 15221",N,Regent Square,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1410,5,3,-79.8976444094768,40.4396405959663
276787587,22047173,99,2022-03-30T15:55:00,"300 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,FOUND PROPERTY,9489 Found Property,405,3,3,-79.9559484465061,40.439525566306
276841306,22047596,6,2022-03-30T06:30:00,"100 Block South Commons Pittsburgh, PA 15212",N,Allegheny Center,1,THEFT FROM AUTO,3934 Theft from Vehicle,2204,1,1,-80.0051923989784,40.4510114242591
276841573,22047605,6,2022-03-31T07:45:00,"7700 Block Waverly St Pittsburgh, PA 15221",N,Point Breeze,4,THEFT FROM AUTO,3934 Theft from Vehicle,1406,9,3,-79.8949275662855,40.4442306060923
276843968,22047616,6,2022-03-24T19:20:00,"3000 Block Sassafras Way Pittsburgh, PA 15201",N,Polish Hill,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,605,7,6,-79.9711244325551,40.457467839159
276844675,22047671,0,2022-03-31T11:00:00,"1100 Block Hillsboro St Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2022,2,5,-80.0594346414837,40.451779003408
275424716,22038839,10,2022-03-16T14:00:00,"400 Block Hastings St Pittsburgh, PA 15206",N,Point Breeze,4,HARRASSMENT,2709 Harassment (Non-Specific),1404,8,3,-79.9142114162322,40.450175553717
275427523,22036721,0,2022-03-12T16:25:00,"North Shore Dr & Mazeroski Way Pittsburgh, PA 15212",Y,Central North Side,1,99,601.16 Public Urination And Defecation,2206,1,6,-80.0073189667641,40.4466595472256
-3545155761,22038886,99,2022-03-16T15:30:00,"2100 Block YALE Dr Pittsburgh, PA 15210",N,Overbrook,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),3204,4,5,-79.9922602240807,40.3899443873123
275435969,22038938,27,2022-03-16T15:00:00,"2600 Block Brownsville Rd Pittsburgh, PA 15227",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2904,4,3,-79.9788043658311,40.3854502648648
275443361,22039021,9,2022-03-16T19:03:00,"100 Block E Station Square Dr Pittsburgh, PA 15210",N,South Shore,3,FORGERY,4101 Forgery. / 3922 Theft by Deception.,1921,2,5,-80.0036478024497,40.4333960846227
275457201,22039161,10,2022-03-16T23:50:00,"2200 Block Somers Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3304 Criminal Mischief.,509,6,3,-79.9755889365866,40.4494256477235
275465867,22038798,0,2022-03-16T13:05:00,"200 Block Nobles Loop Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2901,4,3,-79.9939005920976,40.4025766575201
275468964,22039267,99,2022-03-17T04:09:00,"3100 Block Universal St Pittsburgh, PA 15204",N,Sheraden,6,MENTAL 201/302,9498 302 (Mental),2022,2,5,-80.0607996920967,40.4537344490379
275504358,22039473,6,2022-03-17T12:46:00,"2300 Block Atmore St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2704,1,1,-80.0302934619649,40.4624825790753
275540623,22039620,6,2022-03-12T17:03:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-79.9974088316752,40.4415332222525
275541151,22039665,11,2022-03-17T18:15:00,"100 Block Anderson St Pittsburgh, PA 15212",N,North Shore,1,CREDIT CARDS,4106 Access Device Fraud / 4120 Identity Theft,2205,1,6,-79.9993618360473,40.448638374196
277234271,22050202,6,2022-04-03T21:00:00,"2300 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,501,6,3,-79.9739501417396,40.4452063255589
277236179,22050203,6,2022-04-04T13:00:00,"1100 Block Margray St Pittsburgh, PA 15207",N,Lincoln Place,4,THEFT FROM AUTO,3934 Theft from Vehicle,3102,,,,
277236852,22050233,26,2022-04-04T06:00:00,"1100 Block Margray St Pittsburgh, PA 15207",N,Lincoln Place,4,CRUELTY TO ANIMALS,5511 Cruelty to Animals. / 9133 Noise Complaint - No Citation,3102,,,,
277241720,22050282,10,2022-04-04T15:30:00,"7100 Block Wiltsie St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,HARRASSMENT,2709(a) Harassment. / 4120 Identity Theft,1201,9,2,-79.8960992126209,40.4715620242903
277243023,22050305,27,2022-04-04T17:30:00,"Ohio River Blvd & Mckees Rocks Brg Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2701,1,1,-80.0438525222314,40.4795625086697
277254155,22050412,0,2022-04-04T22:12:00,"800 Block Johnston Ave Pittsburgh, PA 15207",N,Glen Hazel,4,99,607.03 Discharging Firearm or Airgun / 8106 Shots Fired,1504,,,,
-3271139097,22050551,27,2022-04-05T07:41:00,"E Carson St & S 12th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1702,3,3,-79.9864255057321,40.4287576119159
-3218175510,22050639,9,2022-04-05T10:30:00,"100 Block Hallock St Pittsburgh, PA 15211",N,Mount Washington,3,FORGERY,4101 Forgery.,1903,,,,
275373084,22036232,99,2022-03-12T00:01:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
275427518,22038857,99,2022-03-16T14:39:00,"Bennett St & N Homewood Ave Pittsburgh, PA 15208",Y,Homewood South,5,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1303,9,2,-79.8966632728295,40.4564719130633
275450704,22039049,99,2022-03-16T20:48:00,"1900 Block One Wild Pl Pittsburgh, PA 15206",N,Highland Park,5,MENTAL 201/302,9498 302 (Mental) / 3503(b.1) Criminal Trespass - Simple Trespasser,1106,7,2,-79.9184267808376,40.4868859455562
275450714,22039072,0,2022-03-16T20:30:00,"2000 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,99,3503(a) Criminal Trespass,1702,3,3,-79.9777446363516,40.42722300741
276951402,22048509,6,2022-03-22T18:30:00,"1500 Block Crucible St Pittsburgh, PA 15220",N,Crafton Heights,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2814,,,,
276969666,22048622,6,2022-03-31T23:30:00,"2000 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1702,3,3,-79.9775107965358,40.4283181874135
276974354,22048631,6,2022-04-01T17:45:00,"3600 Block California Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT FROM AUTO,3934 Theft from Vehicle,2701,1,1,-80.0408607014066,40.4804207439451
276980686,22048671,0,2022-04-01T20:08:00,"50 Block 11th St Pittsburgh, PA 15222",Y,Central Business District,2,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,3,3,-79.9876755376991,40.428967496273
277013539,22048860,14,2022-04-02T04:00:00,"1300 Block Lincoln Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 9012 Non-Violent Domestic,1202,9,2,-79.897740469207,40.4663544947634
277013550,22048736,99,2022-04-01T23:04:00,"200 Block S Winebiddle St Pittsburgh, PA 15224",Y,Bloomfield,5,MENTAL 201/302,9498 302 (Mental),809,7,2,-79.9432521459227,40.4645311263789
277013982,22048731,4,2022-04-01T22:30:00,"4200 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry North,1,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 2705 Recklessly Endangering Another Person.,2602,,,,
277039067,22048928,6,2022-04-02T06:00:00,"1400 Block Evandale Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2715,1,1,-80.0320466240894,40.4701727114909
275250965,22037589,99,2022-03-10T08:00:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2620,1,1,-79.9936135100542,40.466590276641
275281871,22038085,17,2022-03-14T19:00:00,Zone 6,N,,6,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
275298096,22038228,10,2022-03-15T13:45:00,"1000 Block Vinial St Pittsburgh, PA 15212",Y,East Allegheny,1,HARRASSMENT,2709 Harassment (Non-Specific),2304,1,1,-79.9926665531797,40.4574858208336
275316260,22038265,6,2022-03-14T16:00:00,"3300 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry North,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2607,,,,
275319173,22038262,10,2022-03-15T15:06:00,"500 Block Marshall Ave Pittsburgh, PA 15214",N,Perry South,1,SIMPLE ASSAULT,2709(a) Harassment. / 2701 Simple Assault.,2615,6,1,-80.0166941137435,40.4710051349024
275319884,22038313,6,2022-03-13T15:00:00,"N Braddock & Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1303,9,2,-79.8911118301932,40.4531728383208
275336994,22038224,0,2022-03-15T15:00:00,"2300 Block East Hills Dr Pittsburgh, PA 15221",N,East Hills,5,99,"1333 Lost, Stolen, Damaged or Illegible Registration Plate.",1306,9,2,-79.871328586779,40.4566162367709
277091979,22049458,21,2022-04-03T02:49:00,"Brookline Blvd & Shawhan Ave Pittsburgh, PA 15226",Y,Brookline,6,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3334 Turning Movements and Required Signals. / 3802(a)(1) DUI - General Impairment / 3332 Limitations on Turning Around.,1919,4,5,-80.0251076375091,40.3957783033623
277119357,22049598,99,2022-04-03T12:08:00,"Reed St & Kirkpatrick St Pittsburgh, PA 15219",Y,Middle Hill,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,501,6,3,-79.975056270112,40.4436750735633
277158577,22043455,0,2022-03-23T11:38:00,"Melwood Ave & Centre Ave Pittsburgh, PA 15213",Y,North Oakland,4,99,9134 Pedestrian Hit by Vehicle/Non-Reportable Accident / 3542 Right-Of-Way of Pedestrians in Crosswalks. / 1574 Permitting Unauthorized Person to Drive. / 3742 Accidents Involving Death or Personal Injury / 1543 Driving While Operating Privilege is Suspended or Revoked.,507,8,3,-79.9508652017514,40.4522413069419
277200638,22050061,6,2022-04-04T10:01:00,"1200 Block Brighton Rd Pittsburgh, PA 15233",N,Central North Side,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 2701 Simple Assault.,2206,1,1,-80.0147991841905,40.4546367215774
275214563,22037795,10,2022-03-10T23:00:00,"900 Block Beech Ave Pittsburgh, PA 15233",Y,Allegheny West,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2201,,,,
275216576,22037806,6,2022-03-12T23:00:00,"500 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT FROM AUTO,3934 Theft from Vehicle,2304,1,1,-80.0005722739975,40.4535002610431
275252809,22038026,99,2022-03-15T07:01:00,"Berlin Way & 52nd St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,MISCELLANEOUS FIRE VEH INVEST CONTINUED,9122 Miscellaneous Fire Vehicle Investigation to Continue,1011,7,2,-79.9548627671986,40.4807094991427
275253885,22038059,14,2022-03-15T08:30:00,"1300 Block Superior Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2715,1,1,-80.0298823861196,40.4680195268034
276861883,22047711,27,2022-03-31T11:54:00,"Baum Blvd & Roup Ave Pittsburgh, PA 15232",N,Friendship,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,807,7,2,-79.9346005604429,40.4581266502381
276909731,22048284,6,2022-04-01T06:30:00,"1400 Block Benton Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2701,1,1,-80.0370203195019,40.4843519337692
276911684,22048261,18,2022-04-01T06:06:00,"200 Block Joliet Way Pittsburgh, PA 15224",Y,Bloomfield,5,STOLEN PROPERTY - OTHER,"13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(33) Paraphernalia - Delivery or Intent to Deliver",809,7,2,-79.9484842244951,40.4631572818861
276926480,22047724,26,2022-03-31T01:50:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Brighton Heights,2,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles. / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,6,6,-79.9960409452176,40.4350395659105
-2816177838,22048625,10,2022-04-01T18:30:00,"3000 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2018,2,5,-80.0518596858958,40.4572755472928
275542861,22039668,99,2022-03-17T18:24:00,"3200 Block Penn Ave Pittsburgh, PA 15201",N,Strip District,2,FOUND PROPERTY,9489 Found Property,203,7,6,-79.9696536319989,40.460693458159
275545615,22039740,6,2022-03-17T20:53:00,"200 Block Larimer Ave Pittsburgh, PA 15206",N,Larimer,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1208,9,2,-79.9169631766685,40.4634009104378
275545806,22039734,29,2022-03-17T20:29:00,"7400 Block Monticello St Pittsburgh, PA 15208",N,Homewood North,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1302,9,2,-79.8910159259068,40.4583216061301
275549436,22039647,6,2022-03-17T18:54:00,"1200 Block Lincoln Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1203,9,2,-79.8984270396475,40.4647287115032
275554088,22039883,14,2022-03-18T02:21:00,"5100 Block Butler St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,1011,7,2,-79.9554368193965,40.4783732710048
275556817,22039923,14,2022-03-18T05:18:00,"Beechnut Dr & Industrial Hwy Pittsburgh, PA 15205",Y,Fairywood,6,CRIM MISCHIEF,3304 Criminal Mischief.,2808,2,5,-80.0888944509043,40.4494549225906
-3254120060,22040052,27,2022-03-18T11:06:00,"Bigelow Blvd & 6th Ave Pittsburgh, PA 15219",Y,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.994832117606,40.440417019361
-3521003517,22040109,6,2022-03-18T11:00:00,"James St & Foreland St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2304,1,1,-80.0008678709842,40.454293992101
275579466,22040043,6,2022-03-18T11:00:00,"2100 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,501,,,,
277371371,22050967,4,2022-04-05T21:12:00,"1200 Block Nolan Ct Pittsburgh, PA 15221",N,Homewood North,5,AGG-ASSAULT,2702 Aggravated Assault. / 2706 Terroristic Threats. / 2705 Recklessly Endangering Another Person.,1301,9,2,-79.8868738733753,40.4594394730591
277380967,22051015,99,2022-04-05T23:15:00,"6400 Block Forward Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1408,5,3,-79.9184277819459,40.428203514857
-3605000268,22051063,27,2022-04-06T02:03:00,"300 Block Main St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,902,7,2,-79.9579476679689,40.4673830136992
277382738,22051071,0,2022-04-06T03:07:00,"1600 Block Methyl St Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): Forced Entry Medical Call,1916,4,5,-80.0258352292867,40.4103689718278
-3249147118,22051191,6,2022-04-06T07:30:00,"1900 Block Lowe St Pittsburgh, PA 15220",N,South Oakland,6,THEFT FROM AUTO,3934 Theft from Vehicle,409,2,5,-80.0311822325204,40.4342598500704
-3150022936,22051207,0,2022-04-06T10:28:00,"3600 Block Allendale Cir Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2022,2,5,-80.0645673443027,40.4592973310726
277412397,22051218,27,2022-04-06T11:05:00,"600 Block William Penn Pl Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.9967621340552,40.4411412816935
277414725,22051219,27,2022-04-05T10:00:00,"2900 Block Smallman St Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,7,6,-79.9746567295873,40.4584288779303
275535501,22039545,5,2022-03-17T15:10:00,"3100 Block Landis St Pittsburgh, PA 15204",Y,Sheraden,6,BURGLARY,3502 Burglary.,2018,2,5,-80.0556002598474,40.4564815637975
275539437,22039607,0,2022-03-17T16:54:00,"500 Block Grant St Pittsburgh, PA 15222",N,Central Business District,2,99,9998 Overdose Other,201,6,6,-79.9958972105766,40.4396542222605
275540444,22039585,0,2022-03-17T17:00:00,"1700 Block Maplewood Ave Pittsburgh, PA 15221",N,East Hills,5,99,9999 9999 - (Misc. Incident): ,1306,,,-79.8774215711976,40.4494338015936
275540487,22039580,18,2022-03-17T16:54:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",Y,Homewood North,5,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,1302,9,2,-79.8963011488784,40.457404655664
275541655,22039662,27,2022-03-16T11:30:00,"3600 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2614,1,1,-80.0146923327698,40.4846003437799
275544869,22039706,99,2022-03-17T19:40:00,"3200 Block Niagara St Pittsburgh, PA 15213",N,South Oakland,4,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,409,3,3,-79.9604312147515,40.4339267078699
275550005,22039805,99,2022-03-16T19:00:00,"200 Block Wade St Pittsburgh, PA 15211",Y,Mount Washington,3,DRUG INVESTIGATION,9124 Drug Investigation,1914,2,5,-80.0122301017058,40.4243792956462
275553321,22039871,10,2022-03-18T03:10:00,"S 10th St & E Carson St Pittsburgh, PA 15203",Y,Bluff,3,SIMPLE ASSAULT,2701 Simple Assault. / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1702,3,3,-79.9885762778787,40.4287104703372
277063480,22049053,6,2022-04-02T14:00:00,"1800 Block Crosby Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1920,4,5,-80.0256797622073,40.4061892834812
277069246,22049080,6,2022-04-02T02:30:00,"200 Block North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2205,1,1,-80.0088814628293,40.4552322813828
277077562,22049250,14,2022-04-02T19:38:00,"1000 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief. / 9094 Recovered Stolen Vehicle (OUTSIDE CITY),2902,4,3,-79.9917295313642,40.4059896098746
277079926,22049309,29,2022-04-02T18:00:00,"4000 Block Vinceton St Pittsburgh, PA 15214",N,Perry North,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2602,1,1,-80.0227333044512,40.4904834556779
277089323,22049449,14,2022-04-03T02:21:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",Y,Point Breeze North,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,1405,9,2,-79.8928013971768,40.4496546331193
277092264,22049397,10,2022-04-03T01:51:00,"100 Block Syrian St Pittsburgh, PA 15210",Y,Arlington,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 9498 302 (Mental),1603,,,,
275403939,22038761,14,2022-03-10T17:45:00,"100 Block 40th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,901,7,2,-79.9651304867887,40.4708249705625
